acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.266,https://api.spotify.com/v1/audio-analysis/6eAIynPK19mHRypXB26o6X,0.873,262973,0.728,6eAIynPK19mHRypXB26o6X,0,5,0.208,-7.543,1,0.313,100.059,4,https://api.spotify.com/v1/tracks/6eAIynPK19mHRypXB26o6X,audio_features,spotify:track:6eAIynPK19mHRypXB26o6X,0.809
0.0607,https://api.spotify.com/v1/audio-analysis/3SL3GG9Bs7m1s9aqhjCeIa,0.884,282667,0.807,3SL3GG9Bs7m1s9aqhjCeIa,0.00301,9,0.0949,-6.781,0,0.31,92.972,4,https://api.spotify.com/v1/tracks/3SL3GG9Bs7m1s9aqhjCeIa,audio_features,spotify:track:3SL3GG9Bs7m1s9aqhjCeIa,0.357
0.0168,https://api.spotify.com/v1/audio-analysis/1MHtFj66arQ3vD4ZNK1RYy,0.712,227107,0.726,1MHtFj66arQ3vD4ZNK1RYy,0,2,0.0869,-6.086,0,0.182,97.041,4,https://api.spotify.com/v1/tracks/1MHtFj66arQ3vD4ZNK1RYy,audio_features,spotify:track:1MHtFj66arQ3vD4ZNK1RYy,0.464
0.0914,https://api.spotify.com/v1/audio-analysis/5byHoShbSK7mxLGDQZli9J,0.706,339507,0.687,5byHoShbSK7mxLGDQZli9J,0.000162,9,0.083,-4.301,0,0.34,99.034,4,https://api.spotify.com/v1/tracks/5byHoShbSK7mxLGDQZli9J,audio_features,spotify:track:5byHoShbSK7mxLGDQZli9J,0.493
0.00599,https://api.spotify.com/v1/audio-analysis/0qldEqAtjaDY4Gfl4h8oS7,0.473,320960,0.755,0qldEqAtjaDY4Gfl4h8oS7,1.76e-06,3,0.367,-6.281,0,0.364,199.943,4,https://api.spotify.com/v1/tracks/0qldEqAtjaDY4Gfl4h8oS7,audio_features,spotify:track:0qldEqAtjaDY4Gfl4h8oS7,0.468
0.00322,https://api.spotify.com/v1/audio-analysis/6f9gbZYbAqHq2rK1ZjZruf,0.849,243093,0.492,6f9gbZYbAqHq2rK1ZjZruf,0.0105,6,0.656,-8.659,1,0.517,91.297,4,https://api.spotify.com/v1/tracks/6f9gbZYbAqHq2rK1ZjZruf,audio_features,spotify:track:6f9gbZYbAqHq2rK1ZjZruf,0.703
0.00999,https://api.spotify.com/v1/audio-analysis/2q5rCHN0AciKiTZ864rNP4,0.592,264533,0.464,2q5rCHN0AciKiTZ864rNP4,0.000395,1,0.0852,-8.422,1,0.39,180.275,4,https://api.spotify.com/v1/tracks/2q5rCHN0AciKiTZ864rNP4,audio_features,spotify:track:2q5rCHN0AciKiTZ864rNP4,0.475
0.556,https://api.spotify.com/v1/audio-analysis/2GjdI973iM4W4Pl7Tckcke,0.731,137253,0.701,2GjdI973iM4W4Pl7Tckcke,0,1,0.295,-7.436,1,0.455,92.245,4,https://api.spotify.com/v1/tracks/2GjdI973iM4W4Pl7Tckcke,audio_features,spotify:track:2GjdI973iM4W4Pl7Tckcke,0.901
0.00237,https://api.spotify.com/v1/audio-analysis/6j4BQbCcDPvj70Gsi8z6vu,0.666,362760,0.886,6j4BQbCcDPvj70Gsi8z6vu,0.0123,11,0.12,-7.315,0,0.322,92.035,4,https://api.spotify.com/v1/tracks/6j4BQbCcDPvj70Gsi8z6vu,audio_features,spotify:track:6j4BQbCcDPvj70Gsi8z6vu,0.16
0.412,https://api.spotify.com/v1/audio-analysis/2Ik0sIJPSV8aau7fDS9jJv,0.52,296533,0.849,2Ik0sIJPSV8aau7fDS9jJv,9.95e-06,3,0.385,-5.094,0,0.345,77.924,4,https://api.spotify.com/v1/tracks/2Ik0sIJPSV8aau7fDS9jJv,audio_features,spotify:track:2Ik0sIJPSV8aau7fDS9jJv,0.563
0.919,https://api.spotify.com/v1/audio-analysis/4VQgto1SexEZqljrZza5Gf,0.671,98773,0.102,4VQgto1SexEZqljrZza5Gf,0,3,0.264,-22.189,0,0.942,97.161,4,https://api.spotify.com/v1/tracks/4VQgto1SexEZqljrZza5Gf,audio_features,spotify:track:4VQgto1SexEZqljrZza5Gf,0.705
0.0452,https://api.spotify.com/v1/audio-analysis/2CS6VF70zr8j0lrSGNdXlu,0.74,218133,0.899,2CS6VF70zr8j0lrSGNdXlu,0.0972,11,0.33,-7.221,1,0.321,89.454,4,https://api.spotify.com/v1/tracks/2CS6VF70zr8j0lrSGNdXlu,audio_features,spotify:track:2CS6VF70zr8j0lrSGNdXlu,0.777
0.152,https://api.spotify.com/v1/audio-analysis/3CV7o0XDHvzOLJb8mw5RHY,0.745,338160,0.563,3CV7o0XDHvzOLJb8mw5RHY,5.43e-05,11,0.132,-6.578,1,0.379,91.619,4,https://api.spotify.com/v1/tracks/3CV7o0XDHvzOLJb8mw5RHY,audio_features,spotify:track:3CV7o0XDHvzOLJb8mw5RHY,0.431
0.091,https://api.spotify.com/v1/audio-analysis/7yH4QEmh7eU7tODApxrHHd,0.785,158400,0.551,7yH4QEmh7eU7tODApxrHHd,0.000434,11,0.227,-5.329,1,0.229,81.999,4,https://api.spotify.com/v1/tracks/7yH4QEmh7eU7tODApxrHHd,audio_features,spotify:track:7yH4QEmh7eU7tODApxrHHd,0.244
0.774,https://api.spotify.com/v1/audio-analysis/6w5ZlJqegFx5E9xQqYLqCK,0.422,238480,0.711,6w5ZlJqegFx5E9xQqYLqCK,0.00202,1,0.375,-5.644,0,0.088,78.655,4,https://api.spotify.com/v1/tracks/6w5ZlJqegFx5E9xQqYLqCK,audio_features,spotify:track:6w5ZlJqegFx5E9xQqYLqCK,0.601
0.849,https://api.spotify.com/v1/audio-analysis/6g1naQRMQAQliHZT5w7CbW,0.463,104133,0.282,6g1naQRMQAQliHZT5w7CbW,0,4,0.419,-16.435,0,0.227,89.599,4,https://api.spotify.com/v1/tracks/6g1naQRMQAQliHZT5w7CbW,audio_features,spotify:track:6g1naQRMQAQliHZT5w7CbW,0.921
0.00402,https://api.spotify.com/v1/audio-analysis/0Dj4zU18L83Hl1pPioTs5k,0.424,215627,0.86,0Dj4zU18L83Hl1pPioTs5k,0,11,0.369,-7.749,0,0.456,172.654,4,https://api.spotify.com/v1/tracks/0Dj4zU18L83Hl1pPioTs5k,audio_features,spotify:track:0Dj4zU18L83Hl1pPioTs5k,0.71
0.0169,https://api.spotify.com/v1/audio-analysis/2OZVtEhcy6vniQCcNsyvpS,0.669,231317,0.754,2OZVtEhcy6vniQCcNsyvpS,0,0,0.347,-5.34,0,0.265,96.767,4,https://api.spotify.com/v1/tracks/2OZVtEhcy6vniQCcNsyvpS,audio_features,spotify:track:2OZVtEhcy6vniQCcNsyvpS,0.722
0.317,https://api.spotify.com/v1/audio-analysis/72RfIiWDCJqiZEC6ZNCSdB,0.545,193400,0.733,72RfIiWDCJqiZEC6ZNCSdB,3.43e-06,10,0.0915,-8.382,0,0.88,198.573,4,https://api.spotify.com/v1/tracks/72RfIiWDCJqiZEC6ZNCSdB,audio_features,spotify:track:72RfIiWDCJqiZEC6ZNCSdB,0.785
0.8,https://api.spotify.com/v1/audio-analysis/58BBkjnyakESjlYvATtwCX,0.573,230093,0.878,58BBkjnyakESjlYvATtwCX,0,2,0.52,-5.896,1,0.371,92.173,4,https://api.spotify.com/v1/tracks/58BBkjnyakESjlYvATtwCX,audio_features,spotify:track:58BBkjnyakESjlYvATtwCX,0.647
0.232,https://api.spotify.com/v1/audio-analysis/11JTr0nLk71hnXfAADISkS,0.401,200720,0.79,11JTr0nLk71hnXfAADISkS,0,10,0.159,-8.083,0,0.439,188.129,4,https://api.spotify.com/v1/tracks/11JTr0nLk71hnXfAADISkS,audio_features,spotify:track:11JTr0nLk71hnXfAADISkS,0.605
0.363,https://api.spotify.com/v1/audio-analysis/7FSs7pHZQtA9xz0tCdnvnU,0.696,177187,0.798,7FSs7pHZQtA9xz0tCdnvnU,0,6,0.336,-4.754,1,0.347,91.002,4,https://api.spotify.com/v1/tracks/7FSs7pHZQtA9xz0tCdnvnU,audio_features,spotify:track:7FSs7pHZQtA9xz0tCdnvnU,0.783
0.00209,https://api.spotify.com/v1/audio-analysis/7f57cyJLnGAbnJ1XykMnII,0.766,222311,0.679,7f57cyJLnGAbnJ1XykMnII,0,1,0.253,-10.92,1,0.145,95.006,4,https://api.spotify.com/v1/tracks/7f57cyJLnGAbnJ1XykMnII,audio_features,spotify:track:7f57cyJLnGAbnJ1XykMnII,0.462
0.0554,https://api.spotify.com/v1/audio-analysis/4J2Zp045TtZTbwPvH5t3WP,0.466,196853,0.757,4J2Zp045TtZTbwPvH5t3WP,0,11,0.385,-5.266,1,0.366,180.736,4,https://api.spotify.com/v1/tracks/4J2Zp045TtZTbwPvH5t3WP,audio_features,spotify:track:4J2Zp045TtZTbwPvH5t3WP,0.676
0.0112,https://api.spotify.com/v1/audio-analysis/2lnURdjvzgRrsYEYbN2kyo,0.555,269912,0.804,2lnURdjvzgRrsYEYbN2kyo,0,6,0.141,-6.281,0,0.331,172.064,4,https://api.spotify.com/v1/tracks/2lnURdjvzgRrsYEYbN2kyo,audio_features,spotify:track:2lnURdjvzgRrsYEYbN2kyo,0.393
,,,,,,,,,,,,,,,,,
0.0157,https://api.spotify.com/v1/audio-analysis/61GO8S4ytGWYqyQ6BF1UE6,0.419,186107,0.793,61GO8S4ytGWYqyQ6BF1UE6,0,6,0.294,-4.864,0,0.335,93.0,4,https://api.spotify.com/v1/tracks/61GO8S4ytGWYqyQ6BF1UE6,audio_features,spotify:track:61GO8S4ytGWYqyQ6BF1UE6,0.756
0.0521,https://api.spotify.com/v1/audio-analysis/6S6iOH1q3djiRotad9koWK,0.574,240779,0.754,6S6iOH1q3djiRotad9koWK,0,2,0.105,-7.04,1,0.136,88.007,4,https://api.spotify.com/v1/tracks/6S6iOH1q3djiRotad9koWK,audio_features,spotify:track:6S6iOH1q3djiRotad9koWK,0.256
0.256,https://api.spotify.com/v1/audio-analysis/2FLnELz41BfY3kQrl4i8dJ,0.703,204720,0.569,2FLnELz41BfY3kQrl4i8dJ,0,10,0.397,-5.91,1,0.203,94.431,4,https://api.spotify.com/v1/tracks/2FLnELz41BfY3kQrl4i8dJ,audio_features,spotify:track:2FLnELz41BfY3kQrl4i8dJ,0.198
0.149,https://api.spotify.com/v1/audio-analysis/6fcmhLw2eEJiQIEHhrWawA,0.444,121720,0.858,6fcmhLw2eEJiQIEHhrWawA,0,1,0.778,-4.898,0,0.321,89.606,4,https://api.spotify.com/v1/tracks/6fcmhLw2eEJiQIEHhrWawA,audio_features,spotify:track:6fcmhLw2eEJiQIEHhrWawA,0.732
0.103,https://api.spotify.com/v1/audio-analysis/350hQ0J5TQcg758GrbqdvX,0.694,340467,0.649,350hQ0J5TQcg758GrbqdvX,0.000187,9,0.108,-5.673,0,0.349,98.881,4,https://api.spotify.com/v1/tracks/350hQ0J5TQcg758GrbqdvX,audio_features,spotify:track:350hQ0J5TQcg758GrbqdvX,0.508
0.171,https://api.spotify.com/v1/audio-analysis/2gbPw1s6WAQKqaYEaC1PWs,0.715,246518,0.81,2gbPw1s6WAQKqaYEaC1PWs,0,5,0.0906,-4.005,0,0.0743,89.997,4,https://api.spotify.com/v1/tracks/2gbPw1s6WAQKqaYEaC1PWs,audio_features,spotify:track:2gbPw1s6WAQKqaYEaC1PWs,0.746
0.226,https://api.spotify.com/v1/audio-analysis/5n1juEQdqo6cE5BbSvQCXo,0.378,202507,0.873,5n1juEQdqo6cE5BbSvQCXo,5.85e-05,11,0.377,-7.939,0,0.494,167.003,4,https://api.spotify.com/v1/tracks/5n1juEQdqo6cE5BbSvQCXo,audio_features,spotify:track:5n1juEQdqo6cE5BbSvQCXo,0.541
,,,,,,,,,,,,,,,,,
0.0458,https://api.spotify.com/v1/audio-analysis/1LBM3MWdym8mayBYEPVmJp,0.615,253027,0.686,1LBM3MWdym8mayBYEPVmJp,0,11,0.695,-6.449,0,0.283,92.436,4,https://api.spotify.com/v1/tracks/1LBM3MWdym8mayBYEPVmJp,audio_features,spotify:track:1LBM3MWdym8mayBYEPVmJp,0.364
0.00651,https://api.spotify.com/v1/audio-analysis/617jm9fW8dLJg4Faa3Coe6,0.736,167686,0.969,617jm9fW8dLJg4Faa3Coe6,0,1,0.16,-5.333,1,0.226,91.606,4,https://api.spotify.com/v1/tracks/617jm9fW8dLJg4Faa3Coe6,audio_features,spotify:track:617jm9fW8dLJg4Faa3Coe6,0.565
0.0198,https://api.spotify.com/v1/audio-analysis/7B4a7qlKPO9trgtwEoLTaI,0.767,239240,0.652,7B4a7qlKPO9trgtwEoLTaI,0,6,0.123,-5.466,0,0.23,85.015,4,https://api.spotify.com/v1/tracks/7B4a7qlKPO9trgtwEoLTaI,audio_features,spotify:track:7B4a7qlKPO9trgtwEoLTaI,0.511
0.241,https://api.spotify.com/v1/audio-analysis/7GIukicVILBQmODoFYpsZi,0.419,54627,0.68,7GIukicVILBQmODoFYpsZi,1.06e-06,6,0.75,-7.725,1,0.216,89.599,4,https://api.spotify.com/v1/tracks/7GIukicVILBQmODoFYpsZi,audio_features,spotify:track:7GIukicVILBQmODoFYpsZi,0.833
0.024,https://api.spotify.com/v1/audio-analysis/0YXMLY0r1Q0CSuoWGHa2eR,0.444,280776,0.831,0YXMLY0r1Q0CSuoWGHa2eR,0.112,0,0.858,-6.261,0,0.0965,75.093,4,https://api.spotify.com/v1/tracks/0YXMLY0r1Q0CSuoWGHa2eR,audio_features,spotify:track:0YXMLY0r1Q0CSuoWGHa2eR,0.694
,,,,,,,,,,,,,,,,,
0.174,https://api.spotify.com/v1/audio-analysis/57wHkkF1QLxQRMhcC3yELI,0.492,208520,0.758,57wHkkF1QLxQRMhcC3yELI,0,9,0.0766,-6.73,0,0.325,132.636,3,https://api.spotify.com/v1/tracks/57wHkkF1QLxQRMhcC3yELI,audio_features,spotify:track:57wHkkF1QLxQRMhcC3yELI,0.558
,,,,,,,,,,,,,,,,,
0.18,https://api.spotify.com/v1/audio-analysis/01Iuu8LFuZREBFOnT1IFwA,0.582,199440,0.941,01Iuu8LFuZREBFOnT1IFwA,0,1,0.76,-5.498,1,0.431,124.1,5,https://api.spotify.com/v1/tracks/01Iuu8LFuZREBFOnT1IFwA,audio_features,spotify:track:01Iuu8LFuZREBFOnT1IFwA,0.41
0.273,https://api.spotify.com/v1/audio-analysis/2RSiI2qC1bZIautrL0wZ0P,0.564,183040,0.694,2RSiI2qC1bZIautrL0wZ0P,0,11,0.154,-7.697,1,0.349,93.58,4,https://api.spotify.com/v1/tracks/2RSiI2qC1bZIautrL0wZ0P,audio_features,spotify:track:2RSiI2qC1bZIautrL0wZ0P,0.562
0.17,https://api.spotify.com/v1/audio-analysis/65b9yKBAWxOVXyeuQrGypA,0.854,181493,0.784,65b9yKBAWxOVXyeuQrGypA,0,10,0.352,-5.176,0,0.402,90.069,4,https://api.spotify.com/v1/tracks/65b9yKBAWxOVXyeuQrGypA,audio_features,spotify:track:65b9yKBAWxOVXyeuQrGypA,0.674
0.122,https://api.spotify.com/v1/audio-analysis/1DC6aFEjzRc1HfCnKawiNR,0.494,148600,0.74,1DC6aFEjzRc1HfCnKawiNR,0,11,0.592,-8.19,0,0.407,76.354,4,https://api.spotify.com/v1/tracks/1DC6aFEjzRc1HfCnKawiNR,audio_features,spotify:track:1DC6aFEjzRc1HfCnKawiNR,0.744
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
0.172,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,0.624,216933,0.723,3bMNprrp2JDKZsGbiXpsJl,0,1,0.483,-6.782,1,0.378,84.789,4,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,audio_features,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.757
0.0535,https://api.spotify.com/v1/audio-analysis/5NULKKoUis7P8gj1qL48c2,0.639,255267,0.627,5NULKKoUis7P8gj1qL48c2,0,0,0.275,-6.111,0,0.0494,129.886,4,https://api.spotify.com/v1/tracks/5NULKKoUis7P8gj1qL48c2,audio_features,spotify:track:5NULKKoUis7P8gj1qL48c2,0.0789
0.294,https://api.spotify.com/v1/audio-analysis/3aeSTu6ejN2BU8YywEcHWO,0.619,223440,0.754,3aeSTu6ejN2BU8YywEcHWO,3.48e-06,0,0.109,-5.231,1,0.232,83.464,4,https://api.spotify.com/v1/tracks/3aeSTu6ejN2BU8YywEcHWO,audio_features,spotify:track:3aeSTu6ejN2BU8YywEcHWO,0.589
0.243,https://api.spotify.com/v1/audio-analysis/1Q9b6CeMcDuO0uq5OJCrqu,0.777,270867,0.764,1Q9b6CeMcDuO0uq5OJCrqu,0,1,0.103,-5.681,1,0.141,177.868,4,https://api.spotify.com/v1/tracks/1Q9b6CeMcDuO0uq5OJCrqu,audio_features,spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,0.174
0.399,https://api.spotify.com/v1/audio-analysis/3lcC9CnN7Rpo1ugATzmYjY,0.86,303027,0.688,3lcC9CnN7Rpo1ugATzmYjY,0,9,0.67,-7.203,0,0.434,100.934,4,https://api.spotify.com/v1/tracks/3lcC9CnN7Rpo1ugATzmYjY,audio_features,spotify:track:3lcC9CnN7Rpo1ugATzmYjY,0.622
0.0123,https://api.spotify.com/v1/audio-analysis/6SLUwdeias7fn6qVq6LcgP,0.531,232027,0.88,6SLUwdeias7fn6qVq6LcgP,3.29e-06,2,0.176,-3.875,1,0.0406,127.993,4,https://api.spotify.com/v1/tracks/6SLUwdeias7fn6qVq6LcgP,audio_features,spotify:track:6SLUwdeias7fn6qVq6LcgP,0.266
0.00248,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,0.785,201587,0.498,1WtTLtofvcjQM3sXSMkDdX,1.23e-06,1,0.224,-6.977,1,0.0533,143.96,4,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.418
0.329,https://api.spotify.com/v1/audio-analysis/3QnEp4rluCxUwgpXT43jmC,0.405,280680,0.721,3QnEp4rluCxUwgpXT43jmC,0,1,0.252,-6.97,1,0.283,92.854,4,https://api.spotify.com/v1/tracks/3QnEp4rluCxUwgpXT43jmC,audio_features,spotify:track:3QnEp4rluCxUwgpXT43jmC,0.815
0.035,https://api.spotify.com/v1/audio-analysis/4cNhx6OO1XpvwT6xZnb83B,0.623,300933,0.896,4cNhx6OO1XpvwT6xZnb83B,0,0,0.0941,-4.719,1,0.247,95.158,4,https://api.spotify.com/v1/tracks/4cNhx6OO1XpvwT6xZnb83B,audio_features,spotify:track:4cNhx6OO1XpvwT6xZnb83B,0.613
0.367,https://api.spotify.com/v1/audio-analysis/2CtCwQhY0ZLvr8L2l8Bo6e,0.751,213760,0.84,2CtCwQhY0ZLvr8L2l8Bo6e,0,6,0.0916,-4.855,1,0.349,99.057,4,https://api.spotify.com/v1/tracks/2CtCwQhY0ZLvr8L2l8Bo6e,audio_features,spotify:track:2CtCwQhY0ZLvr8L2l8Bo6e,0.801
0.0594,https://api.spotify.com/v1/audio-analysis/3njpLvANriMsdv3dgADEad,0.555,270747,0.639,3njpLvANriMsdv3dgADEad,0,1,0.118,-5.16,1,0.263,171.609,4,https://api.spotify.com/v1/tracks/3njpLvANriMsdv3dgADEad,audio_features,spotify:track:3njpLvANriMsdv3dgADEad,0.184
,,,,,,,,,,,,,,,,,
0.229,https://api.spotify.com/v1/audio-analysis/28mv40MzspRZn0PBcO2itT,0.573,270733,0.906,28mv40MzspRZn0PBcO2itT,0,9,0.183,-2.408,1,0.325,110.64,5,https://api.spotify.com/v1/tracks/28mv40MzspRZn0PBcO2itT,audio_features,spotify:track:28mv40MzspRZn0PBcO2itT,0.775
0.107,https://api.spotify.com/v1/audio-analysis/6L5ViZKQnnhI11uc2opNPO,0.684,245093,0.738,6L5ViZKQnnhI11uc2opNPO,0,9,0.179,-4.771,0,0.0479,135.937,4,https://api.spotify.com/v1/tracks/6L5ViZKQnnhI11uc2opNPO,audio_features,spotify:track:6L5ViZKQnnhI11uc2opNPO,0.389
0.00248,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,0.785,201587,0.498,1WtTLtofvcjQM3sXSMkDdX,1.23e-06,1,0.224,-6.977,1,0.0533,143.96,4,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.418
0.0949,https://api.spotify.com/v1/audio-analysis/4SyadrABZJIjeND1HPJS31,0.921,296587,0.668,4SyadrABZJIjeND1HPJS31,0,7,0.592,-8.73,1,0.235,131.059,4,https://api.spotify.com/v1/tracks/4SyadrABZJIjeND1HPJS31,audio_features,spotify:track:4SyadrABZJIjeND1HPJS31,0.892
0.0169,https://api.spotify.com/v1/audio-analysis/2oN4q66KUcOnWO86FVyctY,0.772,261094,0.667,2oN4q66KUcOnWO86FVyctY,0,1,0.0957,-6.421,0,0.129,121.547,4,https://api.spotify.com/v1/tracks/2oN4q66KUcOnWO86FVyctY,audio_features,spotify:track:2oN4q66KUcOnWO86FVyctY,0.358
0.321,https://api.spotify.com/v1/audio-analysis/5fc3CYrNkLym4ifJgnJtmv,0.665,330440,0.69,5fc3CYrNkLym4ifJgnJtmv,0,11,0.107,-5.856,1,0.0622,116.018,4,https://api.spotify.com/v1/tracks/5fc3CYrNkLym4ifJgnJtmv,audio_features,spotify:track:5fc3CYrNkLym4ifJgnJtmv,0.677
0.184,https://api.spotify.com/v1/audio-analysis/2tP2l7NqSyNC43dQCQblJy,0.806,189693,0.712,2tP2l7NqSyNC43dQCQblJy,0,1,0.405,-5.285,1,0.361,82.003,4,https://api.spotify.com/v1/tracks/2tP2l7NqSyNC43dQCQblJy,audio_features,spotify:track:2tP2l7NqSyNC43dQCQblJy,0.857
0.287,https://api.spotify.com/v1/audio-analysis/6VixoRqnikN4QqegoKUSbH,0.495,329627,0.883,6VixoRqnikN4QqegoKUSbH,0,11,0.138,-4.087,1,0.299,92.136,4,https://api.spotify.com/v1/tracks/6VixoRqnikN4QqegoKUSbH,audio_features,spotify:track:6VixoRqnikN4QqegoKUSbH,0.782
,,,,,,,,,,,,,,,,,
0.109,https://api.spotify.com/v1/audio-analysis/6XmepXnPT8og0CojKCeOkT,0.625,203627,0.611,6XmepXnPT8og0CojKCeOkT,0,1,0.368,-7.927,1,0.38,84.3,4,https://api.spotify.com/v1/tracks/6XmepXnPT8og0CojKCeOkT,audio_features,spotify:track:6XmepXnPT8og0CojKCeOkT,0.621
0.0507,https://api.spotify.com/v1/audio-analysis/1XvT8u1KR1hd38SVQiuTAV,0.731,289173,0.713,1XvT8u1KR1hd38SVQiuTAV,0,11,0.867,-6.442,0,0.262,84.488,4,https://api.spotify.com/v1/tracks/1XvT8u1KR1hd38SVQiuTAV,audio_features,spotify:track:1XvT8u1KR1hd38SVQiuTAV,0.732
0.196,https://api.spotify.com/v1/audio-analysis/545AmckzNf1ujEJM03Owyx,0.786,398906,0.485,545AmckzNf1ujEJM03Owyx,0,5,0.179,-8.803,1,0.455,81.013,4,https://api.spotify.com/v1/tracks/545AmckzNf1ujEJM03Owyx,audio_features,spotify:track:545AmckzNf1ujEJM03Owyx,0.378
0.00104,https://api.spotify.com/v1/audio-analysis/1bMk013HdX3XLG2RNdkswq,0.487,216187,0.808,1bMk013HdX3XLG2RNdkswq,0,11,0.395,-6.559,1,0.321,150.555,4,https://api.spotify.com/v1/tracks/1bMk013HdX3XLG2RNdkswq,audio_features,spotify:track:1bMk013HdX3XLG2RNdkswq,0.512
,,,,,,,,,,,,,,,,,
0.00756,https://api.spotify.com/v1/audio-analysis/3s17hg6GsjCTo1qFSYRmFd,0.558,249533,0.926,3s17hg6GsjCTo1qFSYRmFd,0,11,0.365,-4.472,0,0.236,107.262,5,https://api.spotify.com/v1/tracks/3s17hg6GsjCTo1qFSYRmFd,audio_features,spotify:track:3s17hg6GsjCTo1qFSYRmFd,0.348
0.15,https://api.spotify.com/v1/audio-analysis/2JpUkUR0OsOlUUfm6iS8ic,0.551,230613,0.598,2JpUkUR0OsOlUUfm6iS8ic,0,1,0.299,-6.79,1,0.27,78.756,4,https://api.spotify.com/v1/tracks/2JpUkUR0OsOlUUfm6iS8ic,audio_features,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,0.612
0.0225,https://api.spotify.com/v1/audio-analysis/1SzUjM4OtrcNMeDnL0aYDw,0.847,187933,0.616,1SzUjM4OtrcNMeDnL0aYDw,0,1,0.449,-8.138,0,0.251,121.992,4,https://api.spotify.com/v1/tracks/1SzUjM4OtrcNMeDnL0aYDw,audio_features,spotify:track:1SzUjM4OtrcNMeDnL0aYDw,0.718
0.0368,https://api.spotify.com/v1/audio-analysis/26liGJfeDiHLVn0qTETkt1,0.962,235093,0.637,26liGJfeDiHLVn0qTETkt1,0.022,9,0.156,-5.553,1,0.106,126.707,4,https://api.spotify.com/v1/tracks/26liGJfeDiHLVn0qTETkt1,audio_features,spotify:track:26liGJfeDiHLVn0qTETkt1,0.311
0.0255,https://api.spotify.com/v1/audio-analysis/6WwFEKri9xXWyAEulFMsu6,0.421,239547,0.836,6WwFEKri9xXWyAEulFMsu6,0,7,0.34,-4.773,1,0.297,155.48,4,https://api.spotify.com/v1/tracks/6WwFEKri9xXWyAEulFMsu6,audio_features,spotify:track:6WwFEKri9xXWyAEulFMsu6,0.524
0.0346,https://api.spotify.com/v1/audio-analysis/5SV9SnHkuHMh446QsgQtry,0.542,274467,0.946,5SV9SnHkuHMh446QsgQtry,0,6,0.323,-4.279,1,0.378,146.7,4,https://api.spotify.com/v1/tracks/5SV9SnHkuHMh446QsgQtry,audio_features,spotify:track:5SV9SnHkuHMh446QsgQtry,0.509
0.0352,https://api.spotify.com/v1/audio-analysis/6HI1tqdinIfsNoNfHUJrl1,0.79,276240,0.862,6HI1tqdinIfsNoNfHUJrl1,0,9,0.106,-4.281,1,0.177,139.949,4,https://api.spotify.com/v1/tracks/6HI1tqdinIfsNoNfHUJrl1,audio_features,spotify:track:6HI1tqdinIfsNoNfHUJrl1,0.941
0.138,https://api.spotify.com/v1/audio-analysis/0xzgKue9yMCG1K7fj30xIx,0.63,261947,0.884,0xzgKue9yMCG1K7fj30xIx,0,11,0.163,-5.61,0,0.351,159.961,4,https://api.spotify.com/v1/tracks/0xzgKue9yMCG1K7fj30xIx,audio_features,spotify:track:0xzgKue9yMCG1K7fj30xIx,0.714
0.135,https://api.spotify.com/v1/audio-analysis/3d81kNr1Ge6gTTeOXnKxV0,0.512,245333,0.939,3d81kNr1Ge6gTTeOXnKxV0,0,9,0.177,-5.303,0,0.351,159.914,4,https://api.spotify.com/v1/tracks/3d81kNr1Ge6gTTeOXnKxV0,audio_features,spotify:track:3d81kNr1Ge6gTTeOXnKxV0,0.466
0.0722,https://api.spotify.com/v1/audio-analysis/5zT4pQzfJF1XR6ItJCWzsD,0.75,136173,0.89,5zT4pQzfJF1XR6ItJCWzsD,0,6,0.232,-7.658,0,0.0609,141.03,4,https://api.spotify.com/v1/tracks/5zT4pQzfJF1XR6ItJCWzsD,audio_features,spotify:track:5zT4pQzfJF1XR6ItJCWzsD,0.792
0.0147,https://api.spotify.com/v1/audio-analysis/18lnke8wNQ18t5vjQbkHzu,0.508,321920,0.722,18lnke8wNQ18t5vjQbkHzu,2.12e-06,4,0.246,-5.574,0,0.301,86.01,4,https://api.spotify.com/v1/tracks/18lnke8wNQ18t5vjQbkHzu,audio_features,spotify:track:18lnke8wNQ18t5vjQbkHzu,0.237
